"SourceUnit","OriginalTestClass","OriginalTestMethod","Status","NexusTest","Notes"
"tcexprparser.pas","TTestExpressions","TestPrimitiveSet","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestPrimitiveChar","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestPrimitiveControlChar","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestPrimitiveSetEmpty","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestPrimitiveSelf","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestInherited","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestInheritedFunction","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestUnaryMinus","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestUnaryMinusWhiteSpace","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestUnaryAddress","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestUnaryNot","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestUnaryDeref","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestUnaryDoubleDeref","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestUnaryDoubleDeref2","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryAdd","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinarySubtract","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryMultiply","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryDivision","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryPower","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryMod","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryDiv","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryShl","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryShr","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinarySymmetricalDifference","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryAnd","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryOr","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryXOr","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryIn","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryIs","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryAs","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryEquals","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryDiffers","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryLessThan","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryLessThanEqual","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryLargerThan","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinaryLargerThanEqual","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestBinarySubIdent","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestArrayElement","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestArrayElementRecord","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestArrayElement2Dims","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestFunctionCall","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestFunctionCall2args","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestFunctionCallNoArgs","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
"tcexprparser.pas","TTestExpressions","TestSubIdentStrWithFormat","deferred because NexusPas does not yet support the required feature","","Requires full expression parser/evaluator behavior."
